0,4.4,4.1,2.6,1.8,3.1,5.5,5.7,5.1,0.8
4.4,0,8.4,2,6.3,6.9,2.6,3,1.3,5.3
4.1,8.4,0,6.3,2.8,4.3,8,8.3,9,3.4
2.6,2,6.3,0,4.5,5.4,3.8,4.1,3.3,3.5
1.8,6.3,2.8,4.5,0,3.5,6.9,7.1,7.3,1.1
3.1,6.9,4.3,5.4,3.5,0,4.6,3,7.6,2.3
5.5,2.6,8,3.8,6.9,4.6,0,2.1,3.6,6.4
5.7,3,8.3,4.1,7.1,3,2.1,0,4,6.6
5.1,1.3,9,3.3,7.3,7.6,3.6,4,0,5.9
0.8,5.3,3.4,3.5,1.1,2.3,6.4,6.6,5.9,0
