0,18,2,11,12,13,5,5
18,0,21,12,5,9,15,16
2,21,0,16,17,13,8,7
11,12,16,0,2,5,3,4
12,5,17,2,0,2,7,7
13,9,13,5,2,0,8,8
5,15,8,3,7,8,0,1
5,16,7,4,7,8,1,0
